date,product,category,qty,price
2025-02-22,Lenteja 500g,Granos,1,4878.97
2025-02-22,Mani 50g,Snacks,3,2928.55
2025-02-22,Pan Blandito x5,Panaderia,5,2993.52
2025-02-22,Pan Tajado 500g,Panaderia,10,5722.91
2025-02-22,Papas 30g,Snacks,10,2568.69
2025-02-22,Queso Campesino 250g,Lacteos,6,8097.09
2025-02-22,Sal 500g,Despensa,2,1775.13
2025-02-22,Yogurt Fresa 200ml,Lacteos,8,2597.07
2025-02-23,Agua 600ml,Bebidas,10,2092.33
2025-02-23,Arroz 1kg,Despensa,6,4815.59
2025-02-23,Bebida Energetica 250ml,Bebidas,4,4952.99
2025-02-23,Cafe Molido 250g,Despensa,3,9082.89
2025-02-23,Cerveza Sixpack,Bebidas,9,14726.86
2025-02-23,Chitos 40g,Snacks,3,2620.14
2025-02-23,Chocolate 250g,Despensa,2,8517.81
2025-02-23,Detergente 500g,Aseo,2,6487.39
2025-02-23,Frijol 500g,Granos,1,5454.85
2025-02-23,Galletas Chocolate,Snacks,8,3775.66
2025-02-23,Gaseosa Cola 400ml,Bebidas,16,2885.4
2025-02-23,Gaseosa Manzana 400ml,Bebidas,14,2829.69
2025-02-23,Harina Trigo 1kg,Despensa,1,4204.55
2025-02-23,Huevos x30,Despensa,2,16764.5
2025-02-23,Jabon Barra,Aseo,4,3076.19
2025-02-23,Jugo Mango 300ml,Bebidas,9,3439.51
2025-02-23,Leche Entera 900ml,Lacteos,8,4164.32
2025-02-23,Lenteja 500g,Granos,2,5033.25
2025-02-23,Mani 50g,Snacks,4,2719.67
2025-02-23,Pan Blandito x5,Panaderia,4,3138.54
2025-02-23,Pan Tajado 500g,Panaderia,4,5879.28
2025-02-23,Papas 30g,Snacks,11,2260.26
2025-02-23,Queso Campesino 250g,Lacteos,5,6926.37
2025-02-23,Sal 500g,Despensa,3,1918.3
2025-02-23,Yogurt Fresa 200ml,Lacteos,5,2849.7
2025-02-24,Aceite 1L,Despensa,1,15649.36
2025-02-24,Agua 600ml,Bebidas,8,2147.15
2025-02-24,Arroz 1kg,Despensa,6,4652.93
2025-02-24,Azucar 1kg,Despensa,1,4803.85
2025-02-24,Bebida Energetica 250ml,Bebidas,6,4673.64
2025-02-24,Cafe Molido 250g,Despensa,3,9256.8
2025-02-24,Cerveza Sixpack,Bebidas,1,14197.15
2025-02-24,Chitos 40g,Snacks,5,2700.04
2025-02-24,Chocolate 250g,Despensa,2,8455.69
2025-02-24,Detergente 500g,Aseo,3,6734.29
2025-02-24,Frijol 500g,Granos,3,5355.19
2025-02-24,Galletas Chocolate,Snacks,4,3462.4
2025-02-24,Gaseosa Cola 400ml,Bebidas,10,2861.32
2025-02-24,Gaseosa Manzana 400ml,Bebidas,16,2488.67
2025-02-24,Harina Trigo 1kg,Despensa,3,4330.29
2025-02-24,Huevos x30,Despensa,3,17171.74
2025-02-24,Jabon Barra,Aseo,1,3162.95
2025-02-24,Jugo Mango 300ml,Bebidas,8,3130.96
2025-02-24,Leche Entera 900ml,Lacteos,3,4389.9
2025-02-24,Lenteja 500g,Granos,2,4922.29
2025-02-24,Mani 50g,Snacks,2,2841.56
2025-02-24,Pan Blandito x5,Panaderia,7,3140.33
2025-02-24,Pan Tajado 500g,Panaderia,5,5701.17
2025-02-24,Papas 30g,Snacks,12,2606.45
2025-02-24,Papel Higienico x4,Aseo,2,9239.38
2025-02-24,Queso Campesino 250g,Lacteos,2,7159.5
2025-02-24,Sal 500g,Despensa,2,1850.38
2025-02-24,Yogurt Fresa 200ml,Lacteos,3,2443.95
2025-02-25,Aceite 1L,Despensa,2,15850.69
2025-02-25,Agua 600ml,Bebidas,9,2163.89
2025-02-25,Arroz 1kg,Despensa,1,4420.8
2025-02-25,Bebida Energetica 250ml,Bebidas,8,4406.48
2025-02-25,Cafe Molido 250g,Despensa,3,9212.83
2025-02-25,Cerveza Sixpack,Bebidas,3,15059.38
2025-02-25,Chitos 40g,Snacks,2,2677.76
2025-02-25,Chocolate 250g,Despensa,2,8929.17
2025-02-25,Detergente 500g,Aseo,4,6873.74
2025-02-25,Frijol 500g,Granos,1,5361.04
2025-02-25,Galletas Chocolate,Snacks,10,3692.56
2025-02-25,Gaseosa Cola 400ml,Bebidas,10,2577.81
2025-02-25,Gaseosa Manzana 400ml,Bebidas,12,2806.22
2025-02-25,Harina Trigo 1kg,Despensa,3,4363.85
2025-02-25,Huevos x30,Despensa,1,16771.97
2025-02-25,Jabon Barra,Aseo,2,3100.21
2025-02-25,Jugo Mango 300ml,Bebidas,7,3350.68
2025-02-25,Leche Entera 900ml,Lacteos,14,3902.4
2025-02-25,Lenteja 500g,Granos,3,5067.3
2025-02-25,Mani 50g,Snacks,3,2805.72
2025-02-25,Pan Blandito x5,Panaderia,3,3117.47
2025-02-25,Pan Tajado 500g,Panaderia,6,5789.27
2025-02-25,Papas 30g,Snacks,8,2489.16
2025-02-25,Papel Higienico x4,Aseo,2,9130.37
2025-02-25,Queso Campesino 250g,Lacteos,1,7546.64
2025-02-25,Sal 500g,Despensa,1,1965.02
2025-02-25,Yogurt Fresa 200ml,Lacteos,6,2620.14
2025-02-26,Aceite 1L,Despensa,5,15721.97
2025-02-26,Agua 600ml,Bebidas,8,2010.59
2025-02-26,Arroz 1kg,Despensa,7,4932.15
2025-02-26,Azucar 1kg,Despensa,3,4909.6
2025-02-26,Bebida Energetica 250ml,Bebidas,4,4446.33
2025-02-26,Cafe Molido 250g,Despensa,3,8634.19
2025-02-26,Cerveza Sixpack,Bebidas,1,14564.69
2025-02-26,Chitos 40g,Snacks,5,2642.86
2025-02-26,Chocolate 250g,Despensa,1,8433.29
2025-02-26,Detergente 500g,Aseo,3,7076.65
2025-02-26,Frijol 500g,Granos,3,5309.31
2025-02-26,Galletas Chocolate,Snacks,4,3640.4
2025-02-26,Gaseosa Cola 400ml,Bebidas,12,2755.59
2025-02-26,Gaseosa Manzana 400ml,Bebidas,5,2842.13
2025-02-26,Harina Trigo 1kg,Despensa,4,4202.15
2025-02-26,Huevos x30,Despensa,4,16164.89
2025-02-26,Jabon Barra,Aseo,5,2846.33
2025-02-26,Jugo Mango 300ml,Bebidas,11,3383.28
2025-02-26,Leche Entera 900ml,Lacteos,7,4103.54
2025-02-26,Mani 50g,Snacks,4,3129.78
2025-02-26,Pan Blandito x5,Panaderia,6,3236.77
2025-02-26,Pan Tajado 500g,Panaderia,5,6052.62
2025-02-26,Papas 30g,Snacks,13,2669.02
2025-02-26,Papel Higienico x4,Aseo,1,9421.32
2025-02-26,Queso Campesino 250g,Lacteos,5,7841.76
2025-02-26,Sal 500g,Despensa,2,1764.87
2025-02-26,Yogurt Fresa 200ml,Lacteos,5,2556.56
2025-02-27,Aceite 1L,Despensa,2,15972.66
2025-02-27,Agua 600ml,Bebidas,8,2222.49
2025-02-27,Arroz 1kg,Despensa,3,4955.55
2025-02-27,Azucar 1kg,Despensa,3,4757.79
2025-02-27,Bebida Energetica 250ml,Bebidas,10,4420.24
2025-02-27,Cafe Molido 250g,Despensa,2,9821.74
2025-02-27,Cerveza Sixpack,Bebidas,1,14195.55
2025-02-27,Chitos 40g,Snacks,4,2755.16
2025-02-27,Chocolate 250g,Despensa,2,8641.54
2025-02-27,Detergente 500g,Aseo,3,7090.79
2025-02-27,Frijol 500g,Granos,4,4916.15
2025-02-27,Galletas Chocolate,Snacks,7,3510.43
2025-02-27,Gaseosa Cola 400ml,Bebidas,11,2954.91
2025-02-27,Gaseosa Manzana 400ml,Bebidas,8,2777.57
2025-02-27,Harina Trigo 1kg,Despensa,2,4463.49
2025-02-27,Huevos x30,Despensa,1,16820.21
2025-02-27,Jabon Barra,Aseo,4,3112.1
2025-02-27,Jugo Mango 300ml,Bebidas,6,3334.99
2025-02-27,Leche Entera 900ml,Lacteos,11,4309.8
2025-02-27,Lenteja 500g,Granos,3,5013.47
2025-02-27,Mani 50g,Snacks,5,3046.77
2025-02-27,Pan Blandito x5,Panaderia,3,3128.17
2025-02-27,Pan Tajado 500g,Panaderia,2,6091.18
2025-02-27,Papas 30g,Snacks,10,2711.26
2025-02-27,Papel Higienico x4,Aseo,1,9270.21
2025-02-27,Queso Campesino 250g,Lacteos,3,7571.26
2025-02-27,Sal 500g,Despensa,3,1855.61
2025-02-27,Yogurt Fresa 200ml,Lacteos,9,2486.58
2025-02-28,Aceite 1L,Despensa,4,15221.28
2025-02-28,Agua 600ml,Bebidas,16,1769.76
2025-02-28,Arroz 1kg,Despensa,2,4895.91
2025-02-28,Azucar 1kg,Despensa,1,4796.63
2025-02-28,Bebida Energetica 250ml,Bebidas,4,4603.96
2025-02-28,Cafe Molido 250g,Despensa,3,9281.28
2025-02-28,Cerveza Sixpack,Bebidas,6,15585.08
2025-02-28,Chitos 40g,Snacks,6,2680.97
2025-02-28,Chocolate 250g,Despensa,3,8654.15
2025-02-28,Detergente 500g,Aseo,1,6892.49
2025-02-28,Frijol 500g,Granos,1,5036.08
2025-02-28,Galletas Chocolate,Snacks,7,3520.02
2025-02-28,Gaseosa Cola 400ml,Bebidas,12,2442.28
2025-02-28,Gaseosa Manzana 400ml,Bebidas,14,2617.12
2025-02-28,Harina Trigo 1kg,Despensa,2,4308.57
2025-02-28,Huevos x30,Despensa,4,15762.72
2025-02-28,Jugo Mango 300ml,Bebidas,11,3202.77
2025-02-28,Leche Entera 900ml,Lacteos,9,4198.09
2025-02-28,Lenteja 500g,Granos,2,5060.22
2025-02-28,Mani 50g,Snacks,5,2950.53
2025-02-28,Pan Blandito x5,Panaderia,8,3182.15
2025-02-28,Pan Tajado 500g,Panaderia,4,5826.2
2025-02-28,Papas 30g,Snacks,10,2622.94
2025-02-28,Papel Higienico x4,Aseo,1,9571.21
2025-02-28,Queso Campesino 250g,Lacteos,7,8218.04
2025-02-28,Sal 500g,Despensa,1,1746.36
2025-02-28,Yogurt Fresa 200ml,Lacteos,5,2586.74
2025-03-01,Aceite 1L,Despensa,2,15113.35
2025-03-01,Agua 600ml,Bebidas,8,2155.1
2025-03-01,Arroz 1kg,Despensa,3,4803.95
2025-03-01,Azucar 1kg,Despensa,2,5046.34
2025-03-01,Bebida Energetica 250ml,Bebidas,8,4308.05
2025-03-01,Cafe Molido 250g,Despensa,3,8864.38
2025-03-01,Cerveza Sixpack,Bebidas,7,15265.06
2025-03-01,Chitos 40g,Snacks,4,2560.67
2025-03-01,Chocolate 250g,Despensa,3,8824.29
2025-03-01,Detergente 500g,Aseo,1,6825.37
2025-03-01,Frijol 500g,Granos,5,4195.43
2025-03-01,Galletas Chocolate,Snacks,5,3385.84
2025-03-01,Gaseosa Cola 400ml,Bebidas,14,2984.37
2025-03-01,Gaseosa Manzana 400ml,Bebidas,7,2998.03
2025-03-01,Harina Trigo 1kg,Despensa,2,4378.77
2025-03-01,Huevos x30,Despensa,5,17557.81
2025-03-01,Jabon Barra,Aseo,3,3293.74
2025-03-01,Jugo Mango 300ml,Bebidas,6,3364.3
2025-03-01,Leche Entera 900ml,Lacteos,3,4202.5
2025-03-01,Mani 50g,Snacks,2,2938.88
2025-03-01,Pan Blandito x5,Panaderia,4,3106.29
2025-03-01,Pan Tajado 500g,Panaderia,5,5811.3
2025-03-01,Papas 30g,Snacks,12,2544.51
2025-03-01,Papel Higienico x4,Aseo,2,9962.92
2025-03-01,Queso Campesino 250g,Lacteos,2,7438.37
2025-03-01,Yogurt Fresa 200ml,Lacteos,8,2627.34
2025-03-02,Aceite 1L,Despensa,2,15887.73
2025-03-02,Agua 600ml,Bebidas,2,2060.21
2025-03-02,Arroz 1kg,Despensa,2,4575.85
2025-03-02,Azucar 1kg,Despensa,2,4766.34
2025-03-02,Bebida Energetica 250ml,Bebidas,3,4515.38
2025-03-02,Cafe Molido 250g,Despensa,2,8093.89
2025-03-02,Cerveza Sixpack,Bebidas,4,15420.95
2025-03-02,Chitos 40g,Snacks,6,2735.35
2025-03-02,Chocolate 250g,Despensa,2,8580.22
2025-03-02,Detergente 500g,Aseo,1,6785.62
2025-03-02,Frijol 500g,Granos,5,5356.46
2025-03-02,Galletas Chocolate,Snacks,2,3591.84
2025-03-02,Gaseosa Cola 400ml,Bebidas,12,3032.8
2025-03-02,Gaseosa Manzana 400ml,Bebidas,21,2490.89
2025-03-02,Huevos x30,Despensa,5,16605.54
2025-03-02,Jabon Barra,Aseo,1,3051.25
2025-03-02,Jugo Mango 300ml,Bebidas,9,3353.45
2025-03-02,Leche Entera 900ml,Lacteos,11,4373.45
2025-03-02,Lenteja 500g,Granos,2,4767.73
2025-03-02,Mani 50g,Snacks,7,3062.17
2025-03-02,Pan Blandito x5,Panaderia,8,3135.92
2025-03-02,Pan Tajado 500g,Panaderia,7,5929.95
2025-03-02,Papas 30g,Snacks,19,2388.42
2025-03-02,Papel Higienico x4,Aseo,3,8923.98
2025-03-02,Queso Campesino 250g,Lacteos,5,6669.45
2025-03-02,Sal 500g,Despensa,2,2009.99
2025-03-02,Yogurt Fresa 200ml,Lacteos,10,2561.08
2025-03-03,Aceite 1L,Despensa,2,15604.37
2025-03-03,Agua 600ml,Bebidas,6,1912.7
2025-03-03,Arroz 1kg,Despensa,3,4998.26
2025-03-03,Azucar 1kg,Despensa,4,4706.27
2025-03-03,Bebida Energetica 250ml,Bebidas,5,4519.31
2025-03-03,Cafe Molido 250g,Despensa,2,8558.01
2025-03-03,Cerveza Sixpack,Bebidas,1,15145.37
2025-03-03,Chitos 40g,Snacks,5,2795.5
2025-03-03,Chocolate 250g,Despensa,2,8791.77
2025-03-03,Detergente 500g,Aseo,1,6676.91
2025-03-03,Frijol 500g,Granos,4,5371.29
2025-03-03,Galletas Chocolate,Snacks,2,3785.04
2025-03-03,Gaseosa Cola 400ml,Bebidas,9,2939.02
2025-03-03,Gaseosa Manzana 400ml,Bebidas,4,2723.7
2025-03-03,Harina Trigo 1kg,Despensa,1,4265.87
2025-03-03,Huevos x30,Despensa,3,16879.67
2025-03-03,Jugo Mango 300ml,Bebidas,4,3346.34
2025-03-03,Leche Entera 900ml,Lacteos,6,4437.39
2025-03-03,Lenteja 500g,Granos,3,4717.95
2025-03-03,Mani 50g,Snacks,7,3043.14
2025-03-03,Pan Blandito x5,Panaderia,5,3235.44
2025-03-03,Pan Tajado 500g,Panaderia,4,5955.77
2025-03-03,Papas 30g,Snacks,16,2456.22
2025-03-03,Papel Higienico x4,Aseo,1,9249.5
2025-03-03,Queso Campesino 250g,Lacteos,7,7903.54
2025-03-03,Sal 500g,Despensa,3,1838.23
2025-03-03,Yogurt Fresa 200ml,Lacteos,5,2662.69
2025-03-04,Aceite 1L,Despensa,1,15895.52
2025-03-04,Agua 600ml,Bebidas,9,2117.02
2025-03-04,Arroz 1kg,Despensa,5,4854.05
2025-03-04,Azucar 1kg,Despensa,4,5040.14
2025-03-04,Bebida Energetica 250ml,Bebidas,1,4345.67
2025-03-04,Cafe Molido 250g,Despensa,2,9319.42
2025-03-04,Cerveza Sixpack,Bebidas,3,14547.21
2025-03-04,Chitos 40g,Snacks,1,2847.48
2025-03-04,Chocolate 250g,Despensa,5,6860.12
2025-03-04,Detergente 500g,Aseo,3,6860.32
2025-03-04,Frijol 500g,Granos,1,5112.64
2025-03-04,Galletas Chocolate,Snacks,8,3578.67
2025-03-04,Gaseosa Cola 400ml,Bebidas,15,2892.43
2025-03-04,Gaseosa Manzana 400ml,Bebidas,6,2913.27
2025-03-04,Harina Trigo 1kg,Despensa,3,4069.49
2025-03-04,Huevos x30,Despensa,3,16076.84
2025-03-04,Jabon Barra,Aseo,2,3344.78
2025-03-04,Jugo Mango 300ml,Bebidas,3,3287.52
2025-03-04,Leche Entera 900ml,Lacteos,4,4121.22
2025-03-04,Lenteja 500g,Granos,4,4778.44
2025-03-04,Mani 50g,Snacks,5,2792.73
2025-03-04,Pan Blandito x5,Panaderia,6,3150.48
2025-03-04,Pan Tajado 500g,Panaderia,6,6237.09
2025-03-04,Papas 30g,Snacks,11,2537.11
2025-03-04,Papel Higienico x4,Aseo,1,8916.52
2025-03-04,Queso Campesino 250g,Lacteos,7,7443.0
2025-03-04,Sal 500g,Despensa,5,1878.75
2025-03-04,Yogurt Fresa 200ml,Lacteos,7,2778.21
2025-03-05,Aceite 1L,Despensa,4,14765.78
2025-03-05,Agua 600ml,Bebidas,4,1994.99
2025-03-05,Arroz 1kg,Despensa,5,4594.24
2025-03-05,Azucar 1kg,Despensa,4,4851.63
2025-03-05,Bebida Energetica 250ml,Bebidas,1,4581.7
2025-03-05,Cafe Molido 250g,Despensa,3,9065.9
2025-03-05,Cerveza Sixpack,Bebidas,2,14712.22
2025-03-05,Chitos 40g,Snacks,4,2662.38
2025-03-05,Chocolate 250g,Despensa,4,8525.81
2025-03-05,Frijol 500g,Granos,3,4508.18
2025-03-05,Galletas Chocolate,Snacks,4,3416.88
2025-03-05,Gaseosa Cola 400ml,Bebidas,4,2952.86
2025-03-05,Gaseosa Manzana 400ml,Bebidas,10,2793.67
2025-03-05,Harina Trigo 1kg,Despensa,1,4118.25
2025-03-05,Huevos x30,Despensa,4,16250.16
2025-03-05,Jabon Barra,Aseo,2,3245.33
2025-03-05,Jugo Mango 300ml,Bebidas,11,3278.75
2025-03-05,Leche Entera 900ml,Lacteos,6,4216.43
2025-03-05,Lenteja 500g,Granos,7,4905.31
2025-03-05,Mani 50g,Snacks,4,3054.97
2025-03-05,Pan Blandito x5,Panaderia,4,3300.91
2025-03-05,Pan Tajado 500g,Panaderia,1,5809.77
2025-03-05,Papas 30g,Snacks,14,2688.54
2025-03-05,Queso Campesino 250g,Lacteos,1,8155.01
2025-03-05,Sal 500g,Despensa,1,1977.62
2025-03-05,Yogurt Fresa 200ml,Lacteos,5,2558.65
2025-03-06,Aceite 1L,Despensa,2,16207.88
2025-03-06,Agua 600ml,Bebidas,3,2071.12
2025-03-06,Arroz 1kg,Despensa,4,4788.86
2025-03-06,Azucar 1kg,Despensa,3,4690.55
2025-03-06,Bebida Energetica 250ml,Bebidas,3,4394.26
2025-03-06,Cafe Molido 250g,Despensa,1,8974.16
2025-03-06,Cerveza Sixpack,Bebidas,3,15480.15
2025-03-06,Chitos 40g,Snacks,10,2709.85
2025-03-06,Chocolate 250g,Despensa,8,7724.17
2025-03-06,Detergente 500g,Aseo,3,6404.33
2025-03-06,Frijol 500g,Granos,3,5360.02
2025-03-06,Galletas Chocolate,Snacks,14,3263.05
2025-03-06,Gaseosa Cola 400ml,Bebidas,11,3049.55
2025-03-06,Gaseosa Manzana 400ml,Bebidas,9,2752.32
2025-03-06,Huevos x30,Despensa,1,16228.19
2025-03-06,Jabon Barra,Aseo,1,3353.95
2025-03-06,Jugo Mango 300ml,Bebidas,5,3323.4
2025-03-06,Leche Entera 900ml,Lacteos,11,4207.55
2025-03-06,Mani 50g,Snacks,1,3047.62
2025-03-06,Pan Blandito x5,Panaderia,1,3289.29
2025-03-06,Pan Tajado 500g,Panaderia,6,6005.26
2025-03-06,Papas 30g,Snacks,7,2144.66
2025-03-06,Papel Higienico x4,Aseo,3,9169.73
2025-03-06,Queso Campesino 250g,Lacteos,3,7771.29
2025-03-06,Sal 500g,Despensa,1,1926.46
2025-03-06,Yogurt Fresa 200ml,Lacteos,9,2721.51
2025-03-07,Agua 600ml,Bebidas,8,2134.25
2025-03-07,Arroz 1kg,Despensa,5,4491.83
2025-03-07,Azucar 1kg,Despensa,12,3751.09
2025-03-07,Bebida Energetica 250ml,Bebidas,3,4583.78
2025-03-07,Cafe Molido 250g,Despensa,1,8504.7
2025-03-07,Cerveza Sixpack,Bebidas,3,15277.57
2025-03-07,Chitos 40g,Snacks,7,2680.41
2025-03-07,Chocolate 250g,Despensa,4,8220.03
2025-03-07,Detergente 500g,Aseo,1,6788.49
2025-03-07,Frijol 500g,Granos,4,5333.22
2025-03-07,Galletas Chocolate,Snacks,7,3749.62
2025-03-07,Gaseosa Cola 400ml,Bebidas,15,2773.41
2025-03-07,Gaseosa Manzana 400ml,Bebidas,11,2951.2
2025-03-07,Harina Trigo 1kg,Despensa,1,3966.97
2025-03-07,Huevos x30,Despensa,4,16501.65
2025-03-07,Jabon Barra,Aseo,1,2975.9
2025-03-07,Jugo Mango 300ml,Bebidas,6,3227.79
2025-03-07,Leche Entera 900ml,Lacteos,3,4290.76
2025-03-07,Lenteja 500g,Granos,2,4757.91
2025-03-07,Mani 50g,Snacks,7,3005.24
2025-03-07,Pan Blandito x5,Panaderia,3,3208.28
2025-03-07,Pan Tajado 500g,Panaderia,6,5523.64
2025-03-07,Papas 30g,Snacks,7,2477.09
2025-03-07,Papel Higienico x4,Aseo,1,9483.9
2025-03-07,Queso Campesino 250g,Lacteos,9,7587.38
2025-03-07,Sal 500g,Despensa,2,1854.56
2025-03-07,Yogurt Fresa 200ml,Lacteos,5,2680.36
2025-03-08,Aceite 1L,Despensa,1,15525.03
2025-03-08,Agua 600ml,Bebidas,10,2124.75
2025-03-08,Arroz 1kg,Despensa,1,4513.61
2025-03-08,Azucar 1kg,Despensa,2,4777.23
2025-03-08,Bebida Energetica 250ml,Bebidas,5,4477.08
2025-03-08,Cafe Molido 250g,Despensa,3,9317.99
2025-03-08,Cerveza Sixpack,Bebidas,3,13099.58
2025-03-08,Chitos 40g,Snacks,1,2520.43
2025-03-08,Chocolate 250g,Despensa,3,8275.41
2025-03-08,Detergente 500g,Aseo,1,6774.54
2025-03-08,Frijol 500g,Granos,4,5524.8
2025-03-08,Galletas Chocolate,Snacks,3,3565.48
2025-03-08,Gaseosa Cola 400ml,Bebidas,9,2830.3
2025-03-08,Gaseosa Manzana 400ml,Bebidas,12,2801.63
2025-03-08,Huevos x30,Despensa,5,14682.23
2025-03-08,Jabon Barra,Aseo,1,3044.66
2025-03-08,Jugo Mango 300ml,Bebidas,12,3264.45
2025-03-08,Leche Entera 900ml,Lacteos,6,4395.03
2025-03-08,Lenteja 500g,Granos,3,5216.13
2025-03-08,Mani 50g,Snacks,7,2821.01
2025-03-08,Pan Blandito x5,Panaderia,8,3305.29
2025-03-08,Pan Tajado 500g,Panaderia,3,5804.94
2025-03-08,Papas 30g,Snacks,27,2129.87
2025-03-08,Papel Higienico x4,Aseo,3,9112.84
2025-03-08,Queso Campesino 250g,Lacteos,3,8271.11
2025-03-08,Sal 500g,Despensa,1,1943.75
2025-03-08,Yogurt Fresa 200ml,Lacteos,6,2688.1
2025-03-09,Aceite 1L,Despensa,3,12799.69
2025-03-09,Agua 600ml,Bebidas,5,1907.64
2025-03-09,Arroz 1kg,Despensa,9,4326.33
2025-03-09,Azucar 1kg,Despensa,2,4904.98
2025-03-09,Bebida Energetica 250ml,Bebidas,4,4582.02
2025-03-09,Cafe Molido 250g,Despensa,1,8672.55
2025-03-09,Cerveza Sixpack,Bebidas,9,13410.18
2025-03-09,Chitos 40g,Snacks,9,2787.91
2025-03-09,Detergente 500g,Aseo,2,6727.09
2025-03-09,Frijol 500g,Granos,6,5267.72
2025-03-09,Galletas Chocolate,Snacks,7,3607.87
2025-03-09,Gaseosa Cola 400ml,Bebidas,17,2876.7
2025-03-09,Gaseosa Manzana 400ml,Bebidas,7,2665.3
2025-03-09,Harina Trigo 1kg,Despensa,2,4182.88
2025-03-09,Huevos x30,Despensa,4,16564.71
2025-03-09,Jabon Barra,Aseo,5,3335.08
2025-03-09,Jugo Mango 300ml,Bebidas,3,3213.33
2025-03-09,Leche Entera 900ml,Lacteos,10,3980.19
2025-03-09,Mani 50g,Snacks,6,3032.33
2025-03-09,Pan Blandito x5,Panaderia,2,3176.15
2025-03-09,Pan Tajado 500g,Panaderia,2,5902.35
2025-03-09,Papas 30g,Snacks,19,2190.38
2025-03-09,Papel Higienico x4,Aseo,1,9071.82
2025-03-09,Queso Campesino 250g,Lacteos,4,7720.2
2025-03-09,Sal 500g,Despensa,1,1890.92
2025-03-09,Yogurt Fresa 200ml,Lacteos,8,2748.44
2025-03-10,Aceite 1L,Despensa,1,15545.46
2025-03-10,Agua 600ml,Bebidas,7,2212.4
2025-03-10,Arroz 1kg,Despensa,5,4837.93
2025-03-10,Azucar 1kg,Despensa,5,4719.6
2025-03-10,Bebida Energetica 250ml,Bebidas,2,4734.86
2025-03-10,Cafe Molido 250g,Despensa,1,9160.81
2025-03-10,Cerveza Sixpack,Bebidas,1,14833.78
2025-03-10,Chitos 40g,Snacks,8,2721.25
2025-03-10,Detergente 500g,Aseo,1,5979.11
2025-03-10,Frijol 500g,Granos,4,5220.3
2025-03-10,Galletas Chocolate,Snacks,5,3406.31
2025-03-10,Gaseosa Cola 400ml,Bebidas,13,2968.61
2025-03-10,Gaseosa Manzana 400ml,Bebidas,22,2558.76
2025-03-10,Huevos x30,Despensa,6,15986.82
2025-03-10,Jabon Barra,Aseo,2,3274.17
2025-03-10,Jugo Mango 300ml,Bebidas,2,3509.34
2025-03-10,Leche Entera 900ml,Lacteos,4,4463.76
2025-03-10,Mani 50g,Snacks,6,2939.5
2025-03-10,Pan Blandito x5,Panaderia,4,2964.87
2025-03-10,Pan Tajado 500g,Panaderia,5,5899.92
2025-03-10,Papas 30g,Snacks,12,2521.72
2025-03-10,Queso Campesino 250g,Lacteos,6,7950.12
2025-03-10,Sal 500g,Despensa,2,1964.34
2025-03-10,Yogurt Fresa 200ml,Lacteos,8,2759.77
2025-03-11,Agua 600ml,Bebidas,3,2111.86
2025-03-11,Arroz 1kg,Despensa,2,4600.16
2025-03-11,Azucar 1kg,Despensa,3,4904.04
2025-03-11,Cerveza Sixpack,Bebidas,1,14409.1
2025-03-11,Chitos 40g,Snacks,7,2632.89
2025-03-11,Chocolate 250g,Despensa,2,8241.01
2025-03-11,Detergente 500g,Aseo,2,6960.1
2025-03-11,Frijol 500g,Granos,2,5084.25
2025-03-11,Galletas Chocolate,Snacks,8,3501.28
2025-03-11,Gaseosa Cola 400ml,Bebidas,14,3041.93
2025-03-11,Gaseosa Manzana 400ml,Bebidas,8,2624.05
2025-03-11,Harina Trigo 1kg,Despensa,5,3473.05
2025-03-11,Huevos x30,Despensa,1,16986.85
2025-03-11,Jabon Barra,Aseo,1,3099.94
2025-03-11,Jugo Mango 300ml,Bebidas,1,3242.57
2025-03-11,Leche Entera 900ml,Lacteos,8,4233.78
2025-03-11,Mani 50g,Snacks,3,3022.25
2025-03-11,Pan Blandito x5,Panaderia,3,3029.42
2025-03-11,Pan Tajado 500g,Panaderia,4,5701.46
2025-03-11,Papas 30g,Snacks,3,2622.14
2025-03-11,Queso Campesino 250g,Lacteos,3,8103.39
2025-03-11,Sal 500g,Despensa,3,1986.23
2025-03-11,Yogurt Fresa 200ml,Lacteos,10,2574.51
2025-03-12,Aceite 1L,Despensa,3,16531.38
2025-03-12,Agua 600ml,Bebidas,8,2016.68
2025-03-12,Arroz 1kg,Despensa,4,4759.37
2025-03-12,Azucar 1kg,Despensa,3,4935.19
2025-03-12,Bebida Energetica 250ml,Bebidas,1,3604.1
2025-03-12,Cafe Molido 250g,Despensa,2,7733.56
2025-03-12,Cerveza Sixpack,Bebidas,5,14738.76
2025-03-12,Chitos 40g,Snacks,4,2856.58
2025-03-12,Chocolate 250g,Despensa,3,8443.35
2025-03-12,Detergente 500g,Aseo,3,6621.03
2025-03-12,Galletas Chocolate,Snacks,6,3615.33
2025-03-12,Gaseosa Cola 400ml,Bebidas,20,2701.9
2025-03-12,Gaseosa Manzana 400ml,Bebidas,11,2755.29
2025-03-12,Harina Trigo 1kg,Despensa,7,4152.45
2025-03-12,Huevos x30,Despensa,6,17070.65
2025-03-12,Jabon Barra,Aseo,6,2994.75
2025-03-12,Jugo Mango 300ml,Bebidas,5,3331.89
2025-03-12,Leche Entera 900ml,Lacteos,7,4348.65
2025-03-12,Lenteja 500g,Granos,1,4931.2
2025-03-12,Mani 50g,Snacks,1,3022.39
2025-03-12,Pan Blandito x5,Panaderia,6,3345.21
